Gene,Symbol,Description
DDB_G0291880,DDB_G0291880,hypothetical protein
DDB_G0291882,DDB_G0291882,hypothetical protein
DDB_G0291884,DDB_G0291884,hypothetical protein
DDB_G0291888,DDB_G0291888,hypothetical protein
DDB_G0291892,DDB_G0291892,hypothetical protein
DDB_G0291894,DDB_G0291894,hypothetical protein
DDB_G0291896,DDB_G0291896,hypothetical protein
DDB_G0291898,DDB_G0291898,hypothetical protein
DDB_G0291900,DDB_G0291900,hypothetical protein
DDB_G0291904,DDB_G0291904,hypothetical protein
DDB_G0291908,DDB_G0291908,hypothetical protein
DDB_G0291914,DDB_G0291914,hypothetical protein
DDB_G0291918,DDB_G0291918,hypothetical protein
DDB_G0291920,DDB_G0291920,hypothetical protein
DDB_G0291924,DDB_G0291924,hypothetical protein
DDB_G0291928,ubqI,hypothetical protein
DDB_G0291930,DDB_G0291930,hypothetical protein
DDB_G0291934,DDB_G0291934,hypothetical protein
DDB_G0291936,DDB_G0291936,hypothetical protein
DDB_G0291938,DDB_G0291938,hypothetical protein
DDB_G0291940,DDB_G0291940,hypothetical protein
DDB_G0291942,DDB_G0291942,hypothetical protein
DDB_G0291946,DDB_G0291946,hypothetical protein
DDB_G0291948,DDB_G0291948,hypothetical protein
DDB_G0291952,DDB_G0291952,hypothetical protein
DDB_G0291954,DDB_G0291954,hypothetical protein
DDB_G0291956,DDB_G0291956,hypothetical protein
DDB_G0291958,DDB_G0291958,hypothetical protein
DDB_G0291960,DDB_G0291960,hypothetical protein
DDB_G0291962,DDB_G0291962,hypothetical protein
DDB_G0291964,DDB_G0291964,hypothetical protein
DDB_G0291968,DDB_G0291968,hypothetical protein
DDB_G0291970,cofB,hypothetical protein
DDB_G0291988,if1,hypothetical protein
DDB_G0291990,febA,hypothetical protein
DDB_G0291992,DG1003,hypothetical protein
DDB_G0291998,naglu,hypothetical protein
DDB_G0292000,DDB_G0292000,hypothetical protein
DDB_G0292008,DDB_G0292008,hypothetical protein
DDB_G0292010,DDB_G0292010,hypothetical protein
DDB_G0292012,DDB_G0292012,hypothetical protein
DDB_G0292016,DDB_G0292016,hypothetical protein
DDB_G0292018,DDB_G0292018,hypothetical protein
DDB_G0292020,DDB_G0292020,hypothetical protein
DDB_G0292024,DDB_G0292024,hypothetical protein
DDB_G0292028,DDB_G0292028,hypothetical protein
DDB_G0292030,DDB_G0292030,hypothetical protein
DDB_G0292032,DDB_G0292032,hypothetical protein
DDB_G0292036,DDB_G0292036,hypothetical protein
DDB_G0292038,DDB_G0292038,hypothetical protein
DDB_G0292044,DDB_G0292044,hypothetical protein
DDB_G0292046,DDB_G0292046,hypothetical protein
DDB_G0292048,DDB_G0292048,hypothetical protein
DDB_G0292054,DDB_G0292054,hypothetical protein
DDB_G0292056,DDB_G0292056,hypothetical protein
DDB_G0292058,DDB_G0292058,hypothetical protein
DDB_G0292060,DDB_G0292060,hypothetical protein
DDB_G0292062,DDB_G0292062,hypothetical protein
DDB_G0292066,DDB_G0292066,hypothetical protein
DDB_G0292070,DDB_G0292070,hypothetical protein
DDB_G0292076,DDB_G0292076,hypothetical protein
DDB_G0292078,DDB_G0292078,hypothetical protein
DDB_G0292080,DDB_G0292080,hypothetical protein
DDB_G0292084,DDB_G0292084,hypothetical protein
DDB_G0292086,DDB_G0292086,hypothetical protein
DDB_G0292088,DDB_G0292088,hypothetical protein
DDB_G0292090,DDB_G0292090,hypothetical protein
DDB_G0292092,DDB_G0292092,hypothetical protein
DDB_G0292094,DDB_G0292094,hypothetical protein
DDB_G0292096,DDB_G0292096,hypothetical protein
DDB_G0292098,DDB_G0292098,hypothetical protein
DDB_G0292106,DDB_G0292106,hypothetical protein
DDB_G0292108,DDB_G0292108,hypothetical protein
DDB_G0292112,galK,hypothetical protein
DDB_G0292114,DDB_G0292114,hypothetical protein
DDB_G0292116,DDB_G0292116,hypothetical protein
DDB_G0292118,alg11,hypothetical protein
DDB_G0292124,DDB_G0292124,hypothetical protein
DDB_G0292128,DDB_G0292128,hypothetical protein
DDB_G0292138,DDB_G0292138,hypothetical protein
DDB_G0292144,DDB_G0292144,hypothetical protein
DDB_G0292146,DDB_G0292146,hypothetical protein
DDB_G0292154,DDB_G0292154,hypothetical protein
DDB_G0292158,DDB_G0292158,hypothetical protein
DDB_G0292160,DDB_G0292160,hypothetical protein
DDB_G0292162,DDB_G0292162,hypothetical protein
DDB_G0292166,DDB_G0292166,hypothetical protein
DDB_G0292170,DDB_G0292170,hypothetical protein
DDB_G0292172,DDB_G0292172,hypothetical protein
DDB_G0292174,DDB_G0292174,hypothetical protein
DDB_G0292178,DDB_G0292178,hypothetical protein
DDB_G0292188,DDB_G0292188,hypothetical protein
DDB_G0292190,DDB_G0292190,hypothetical protein
DDB_G0292192,DDB_G0292192,hypothetical protein
DDB_G0292194,DDB_G0292194,hypothetical protein
DDB_G0292196,DDB_G0292196,hypothetical protein
DDB_G0292198,DDB_G0292198,hypothetical protein
DDB_G0292202,DDB_G0292202,hypothetical protein
DDB_G0292206,manA,hypothetical protein
DDB_G0292210,DDB_G0292210,hypothetical protein
DDB_G0292226,DDB_G0292226,hypothetical protein
DDB_G0292228,DDB_G0292228,hypothetical protein
DDB_G0292230,DDB_G0292230,hypothetical protein
DDB_G0292232,DDB_G0292232,hypothetical protein
DDB_G0292234,DDB_G0292234,hypothetical protein
DDB_G0292236,DDB_G0292236,hypothetical protein
DDB_G0292240,DDB_G0292240,hypothetical protein
DDB_G0292246,DDB_G0292246,hypothetical protein
DDB_G0292248,DDB_G0292248,hypothetical protein
DDB_G0292250,sqrdl,hypothetical protein
DDB_G0292252,DDB_G0292252,hypothetical protein
DDB_G0292254,DDB_G0292254,hypothetical protein
DDB_G0292256,DDB_G0292256,hypothetical protein
DDB_G0292258,DDB_G0292258,hypothetical protein
DDB_G0292260,DDB_G0292260,hypothetical protein
DDB_G0292272,DDB_G0292272,hypothetical protein
DDB_G0292274,DDB_G0292274,hypothetical protein
DDB_G0292280,DDB_G0292280,hypothetical protein
DDB_G0292282,DDB_G0292282,hypothetical protein
DDB_G0292284,DDB_G0292284,hypothetical protein
DDB_G0292286,DDB_G0292286,hypothetical protein
DDB_G0292288,DDB_G0292288,hypothetical protein
DDB_G0292290,DDB_G0292290,hypothetical protein
DDB_G0292292,DDB_G0292292,hypothetical protein
DDB_G0292298,DDB_G0292298,hypothetical protein
DDB_G0292302,DDB_G0292302,hypothetical protein
DDB_G0292312,DDB_G0292312,hypothetical protein
DDB_G0292314,gdt7,hypothetical protein
DDB_G0292324,med28,hypothetical protein
DDB_G0292328,DDB_G0292328,hypothetical protein
DDB_G0292330,DDB_G0292330,hypothetical protein
DDB_G0292334,DDB_G0292334,hypothetical protein
DDB_G0292336,DDB_G0292336,hypothetical protein
DDB_G0292338,DDB_G0292338,hypothetical protein
DDB_G0292342,DDB_G0292342,hypothetical protein
DDB_G0292352,DDB_G0292352,hypothetical protein
DDB_G0292360,DDB_G0292360,hypothetical protein
DDB_G0292364,DDB_G0292364,hypothetical protein
DDB_G0292366,DDB_G0292366,hypothetical protein
DDB_G0292368,DDB_G0292368,hypothetical protein
DDB_G0292370,DDB_G0292370,hypothetical protein
DDB_G0292372,DDB_G0292372,hypothetical protein
DDB_G0292374,DDB_G0292374,hypothetical protein
DDB_G0292376,DDB_G0292376,hypothetical protein
DDB_G0292378,fhbA,hypothetical protein
DDB_G0292380,fhbB,hypothetical protein
DDB_G0292384,abcH1,hypothetical protein
DDB_G0292394,DDB_G0292394,hypothetical protein
DDB_G0292396,DDB_G0292396,hypothetical protein
DDB_G0292402,DDB_G0292402,hypothetical protein
DDB_G0292408,DDB_G0292408,hypothetical protein
DDB_G0292414,DDB_G0292414,hypothetical protein
DDB_G0292418,itfg1,hypothetical protein
DDB_G0292424,DDB_G0292424,hypothetical protein
DDB_G0292428,DDB_G0292428,hypothetical protein
DDB_G0292430,DDB_G0292430,hypothetical protein
DDB_G0292432,DDB_G0292432,hypothetical protein
DDB_G0292434,DDB_G0292434,hypothetical protein
DDB_G0292438,DDB_G0292438,hypothetical protein
DDB_G0292446,DDB_G0292446,hypothetical protein
DDB_G0292448,DDB_G0292448,hypothetical protein
DDB_G0292450,DDB_G0292450,hypothetical protein
DDB_G0292452,DDB_G0292452,hypothetical protein
DDB_G0292458,DDB_G0292458,hypothetical protein
DDB_G0292462,DDB_G0292462,hypothetical protein
DDB_G0292468,DDB_G0292468,hypothetical protein
DDB_G0292472,DDB_G0292472,hypothetical protein
DDB_G0292474,DDB_G0292474,hypothetical protein
DDB_G0292476,DDB_G0292476,hypothetical protein
DDB_G0292478,DDB_G0292478,hypothetical protein
DDB_G0292480,DDB_G0292480,hypothetical protein
DDB_G0292482,DDB_G0292482,hypothetical protein
DDB_G0292484,DDB_G0292484,hypothetical protein
DDB_G0292492,DDB_G0292492,hypothetical protein
DDB_G0292494,DDB_G0292494,hypothetical protein
DDB_G0292498,DDB_G0292498,hypothetical protein
DDB_G0292500,DDB_G0292500,hypothetical protein
DDB_G0292502,DDB_G0292502,hypothetical protein
DDB_G0292504,rad17,hypothetical protein
DDB_G0292506,DDB_G0292506,hypothetical protein
DDB_G0292510,drap1,hypothetical protein
DDB_G0292516,DDB_G0292516,hypothetical protein
DDB_G0292520,DDB_G0292520,hypothetical protein
DDB_G0292524,DDB_G0292524,hypothetical protein
DDB_G0292526,DDB_G0292526,hypothetical protein
DDB_G0292530,DDB_G0292530,hypothetical protein
DDB_G0292534,DDB_G0292534,hypothetical protein
DDB_G0292540,DDB_G0292540,hypothetical protein
DDB_G0292542,DDB_G0292542,hypothetical protein
DDB_G0292546,DDB_G0292546,hypothetical protein
DDB_G0292548,DDB_G0292548,hypothetical protein
DDB_G0292556,DDB_G0292556,hypothetical protein
DDB_G0292568,DDB_G0292568,hypothetical protein
DDB_G0292570,DDB_G0292570,hypothetical protein
DDB_G0292572,DDB_G0292572,hypothetical protein
DDB_G0292576,DDB_G0292576,hypothetical protein
DDB_G0292578,DDB_G0292578,hypothetical protein
DDB_G0292580,DDB_G0292580,hypothetical protein
DDB_G0292588,rer1,hypothetical protein
DDB_G0292590,DDB_G0292590,hypothetical protein
DDB_G0292596,ube2v,hypothetical protein
DDB_G0292598,DDB_G0292598,hypothetical protein
DDB_G0292602,DDB_G0292602,hypothetical protein
DDB_G0292604,DDB_G0292604,hypothetical protein
DDB_G0292606,DDB_G0292606,hypothetical protein
DDB_G0292608,med4,hypothetical protein
DDB_G0292610,DDB_G0292610,hypothetical protein
DDB_G0292612,DDB_G0292612,hypothetical protein
DDB_G0292614,DDB_G0292614,hypothetical protein
DDB_G0292616,DDB_G0292616,hypothetical protein
DDB_G0292622,DDB_G0292622,hypothetical protein
DDB_G0292626,DDB_G0292626,hypothetical protein
DDB_G0292628,DDB_G0292628,hypothetical protein
DDB_G0292630,DDB_G0292630,hypothetical protein
DDB_G0292634,DDB_G0292634,hypothetical protein
DDB_G0292636,DDB_G0292636,hypothetical protein
DDB_G0292638,DDB_G0292638,hypothetical protein
DDB_G0292640,DDB_G0292640,hypothetical protein
DDB_G0292642,DDB_G0292642,hypothetical protein
DDB_G0292644,DDB_G0292644,hypothetical protein
DDB_G0292646,DDB_G0292646,hypothetical protein
DDB_G0292650,DDB_G0292650,hypothetical protein
DDB_G0292652,DDB_G0292652,hypothetical protein
DDB_G0292656,DDB_G0292656,hypothetical protein
DDB_G0292658,DDB_G0292658,hypothetical protein
DDB_G0292660,DDB_G0292660,hypothetical protein
DDB_G0292662,DDB_G0292662,hypothetical protein
DDB_G0292664,DDB_G0292664,hypothetical protein
DDB_G0292666,DDB_G0292666,hypothetical protein
DDB_G0292668,DDB_G0292668,hypothetical protein
DDB_G0292672,DDB_G0292672,hypothetical protein
DDB_G0292674,DDB_G0292674,hypothetical protein
DDB_G0292680,DDB_G0292680,hypothetical protein
DDB_G0292682,DDB_G0292682,hypothetical protein
DDB_G0292684,DDB_G0292684,hypothetical protein
DDB_G0292692,DDB_G0292692,hypothetical protein
DDB_G0292694,DDB_G0292694,hypothetical protein
DDB_G0292700,DDB_G0292700,hypothetical protein
DDB_G0292704,DDB_G0292704,hypothetical protein
DDB_G0292710,DDB_G0292710,hypothetical protein
DDB_G0292712,DDB_G0292712,hypothetical protein
DDB_G0292714,DDB_G0292714,hypothetical protein
DDB_G0292718,DDB_G0292718,hypothetical protein
DDB_G0292720,DDB_G0292720,hypothetical protein
DDB_G0292722,DDB_G0292722,hypothetical protein
DDB_G0292726,DDB_G0292726,hypothetical protein
DDB_G0292728,DDB_G0292728,hypothetical protein
DDB_G0292738,DDB_G0292738,hypothetical protein
DDB_G0292744,DDB_G0292744,hypothetical protein
DDB_G0292748,DDB_G0292748,hypothetical protein
DDB_G0292750,DDB_G0292750,hypothetical protein
DDB_G0292752,DDB_G0292752,hypothetical protein
DDB_G0292754,DDB_G0292754,hypothetical protein
DDB_G0292756,DDB_G0292756,hypothetical protein
DDB_G0292762,DDB_G0292762,hypothetical protein
DDB_G0292764,DDB_G0292764,hypothetical protein
DDB_G0292766,DDB_G0292766,hypothetical protein
DDB_G0292774,DDB_G0292774,hypothetical protein
DDB_G0292776,DDB_G0292776,hypothetical protein
DDB_G0292780,DDB_G0292780,hypothetical protein
DDB_G0292782,mybN,hypothetical protein
DDB_G0292794,culD,hypothetical protein
DDB_G0292796,DDB_G0292796,hypothetical protein
DDB_G0292798,DDB_G0292798,hypothetical protein
DDB_G0292802,DDB_G0292802,hypothetical protein
DDB_G0292812,mipA,hypothetical protein
DDB_G0292822,DDB_G0292822,hypothetical protein
DDB_G0292824,DDB_G0292824,hypothetical protein
DDB_G0292826,DDB_G0292826,hypothetical protein
DDB_G0292828,DDB_G0292828,hypothetical protein
DDB_G0292830,DDB_G0292830,hypothetical protein
DDB_G0292832,DDB_G0292832,hypothetical protein
DDB_G0292842,DDB_G0292842,hypothetical protein
DDB_G0292844,DDB_G0292844,hypothetical protein
DDB_G0292846,DDB_G0292846,hypothetical protein
DDB_G0292848,DDB_G0292848,hypothetical protein
DDB_G0292854,DDB_G0292854,hypothetical protein
DDB_G0292856,DDB_G0292856,hypothetical protein
DDB_G0292860,DDB_G0292860,hypothetical protein
DDB_G0292874,DDB_G0292874,hypothetical protein
DDB_G0292876,DDB_G0292876,hypothetical protein
DDB_G0292878,DDB_G0292878,hypothetical protein
DDB_G0292880,DDB_G0292880,hypothetical protein
DDB_G0292882,DDB_G0292882,hypothetical protein
DDB_G0292884,DDB_G0292884,hypothetical protein
DDB_G0292886,DDB_G0292886,hypothetical protein
DDB_G0292888,DDB_G0292888,hypothetical protein
DDB_G0292890,DDB_G0292890,hypothetical protein
DDB_G0292892,DDB_G0292892,hypothetical protein
DDB_G0292894,DDB_G0292894,hypothetical protein
DDB_G0292898,pgl,hypothetical protein
DDB_G0292900,DDB_G0292900,hypothetical protein
DDB_G0292902,DDB_G0292902,hypothetical protein
DDB_G0292906,DDB_G0292906,hypothetical protein
DDB_G0292908,ubqO,hypothetical protein
DDB_G0292910,DDB_G0292910,hypothetical protein
DDB_G0292916,DDB_G0292916,hypothetical protein
DDB_G0292922,DDB_G0292922,hypothetical protein
DDB_G0292926,DDB_G0292926,hypothetical protein
DDB_G0292928,DDB_G0292928,hypothetical protein
DDB_G0292930,DDB_G0292930,hypothetical protein
DDB_G0292932,DDB_G0292932,hypothetical protein
DDB_G0292934,DDB_G0292934,hypothetical protein
DDB_G0292936,DDB_G0292936,hypothetical protein
DDB_G0292938,DDB_G0292938,hypothetical protein
DDB_G0292940,DDB_G0292940,hypothetical protein
DDB_G0292946,DDB_G0292946,hypothetical protein
DDB_G0292950,DDB_G0292950,hypothetical protein
DDB_G0292952,DDB_G0292952,hypothetical protein
DDB_G0292954,DDB_G0292954,hypothetical protein
DDB_G0292960,DDB_G0292960,hypothetical protein
DDB_G0292962,DDB_G0292962,hypothetical protein
DDB_G0292964,DDB_G0292964,hypothetical protein
DDB_G0292966,DDB_G0292966,hypothetical protein
DDB_G0292968,DDB_G0292968,hypothetical protein
DDB_G0292970,DDB_G0292970,hypothetical protein
DDB_G0292972,DDB_G0292972,hypothetical protein
DDB_G0292976,DDB_G0292976,hypothetical protein
DDB_G0292978,DDB_G0292978,hypothetical protein
DDB_G0292984,ubqN,hypothetical protein
DDB_G0292988,DDB_G0292988,hypothetical protein
DDB_G0292990,DDB_G0292990,hypothetical protein
DDB_G0292992,helA,hypothetical protein
DDB_G0293004,ctaA,hypothetical protein
DDB_G0293014,DDB_G0293014,hypothetical protein
DDB_G0293016,DDB_G0293016,hypothetical protein
DDB_G0293020,DDB_G0293020,hypothetical protein
DDB_G0293022,DDB_G0293022,hypothetical protein
DDB_G0293024,DDB_G0293024,hypothetical protein
DDB_G0293026,DDB_G0293026,hypothetical protein
DDB_G0293028,DDB_G0293028,hypothetical protein
DDB_G0293032,DDB_G0293032,hypothetical protein
DDB_G0293034,DDB_G0293034,hypothetical protein
DDB_G0293038,DDB_G0293038,hypothetical protein
DDB_G0293040,DDB_G0293040,hypothetical protein
DDB_G0293042,DDB_G0293042,hypothetical protein
DDB_G0293044,DDB_G0293044,hypothetical protein
DDB_G0293046,DDB_G0293046,hypothetical protein
DDB_G0293048,DDB_G0293048,hypothetical protein
DDB_G0293050,DDB_G0293050,hypothetical protein
DDB_G0293054,DDB_G0293054,hypothetical protein
DDB_G0293056,DDB_G0293056,hypothetical protein
DDB_G0293058,DDB_G0293058,hypothetical protein
DDB_G0293060,DDB_G0293060,hypothetical protein
DDB_G0293062,DDB_G0293062,hypothetical protein
DDB_G0293064,DDB_G0293064,hypothetical protein
DDB_G0293066,DDB_G0293066,hypothetical protein
DDB_G0293068,DDB_G0293068,hypothetical protein
DDB_G0293072,DDB_G0293072,hypothetical protein
DDB_G0293074,DDB_G0293074,hypothetical protein
DDB_G0293078,DDB_G0293078,hypothetical protein
DDB_G0293082,DDB_G0293082,hypothetical protein
DDB_G0293086,DDB_G0293086,hypothetical protein
DDB_G0293090,DDB_G0293090,hypothetical protein
DDB_G0293098,DDB_G0293098,hypothetical protein
DDB_G0293100,DDB_G0293100,hypothetical protein
DDB_G0293102,DDB_G0293102,hypothetical protein
DDB_G0293106,DDB_G0293106,hypothetical protein
DDB_G0293108,DDB_G0293108,hypothetical protein
DDB_G0293112,DDB_G0293112,hypothetical protein
DDB_G0293116,DDB_G0293116,hypothetical protein
DDB_G0293118,DDB_G0293118,hypothetical protein
DDB_G0293122,DDB_G0293122,hypothetical protein
DDB_G0293126,DDB_G0293126,hypothetical protein
DDB_G0293128,DDB_G0293128,hypothetical protein
DDB_G0293132,DDB_G0293132,hypothetical protein
DDB_G0293134,DDB_G0293134,hypothetical protein
DDB_G0293138,DDB_G0293138,hypothetical protein
DDB_G0293140,DDB_G0293140,hypothetical protein
DDB_G0293142,DDB_G0293142,hypothetical protein
DDB_G0293144,DDB_G0293144,hypothetical protein
DDB_G0293150,DDB_G0293150,hypothetical protein
DDB_G0293152,DDB_G0293152,hypothetical protein
DDB_G0293154,DDB_G0293154,hypothetical protein
DDB_G0293158,DDB_G0293158,hypothetical protein
DDB_G0293160,DDB_G0293160,hypothetical protein
DDB_G0293162,DDB_G0293162,hypothetical protein
DDB_G0293164,DDB_G0293164,hypothetical protein
DDB_G0293166,DDB_G0293166,hypothetical protein
DDB_G0293170,DDB_G0293170,hypothetical protein
DDB_G0293172,DDB_G0293172,hypothetical protein
DDB_G0293174,DDB_G0293174,hypothetical protein
DDB_G0293176,DDB_G0293176,hypothetical protein
DDB_G0293178,DDB_G0293178,hypothetical protein
DDB_G0293186,DDB_G0293186,hypothetical protein
DDB_G0293188,DDB_G0293188,hypothetical protein
DDB_G0293190,DDB_G0293190,hypothetical protein
DDB_G0293196,pcp,hypothetical protein
DDB_G0293200,DDB_G0293200,hypothetical protein
DDB_G0293204,DDB_G0293204,hypothetical protein
DDB_G0293206,DDB_G0293206,hypothetical protein
DDB_G0293208,DDB_G0293208,hypothetical protein
DDB_G0293212,DDB_G0293212,hypothetical protein
DDB_G0293216,DDB_G0293216,hypothetical protein
DDB_G0293222,DDB_G0293222,hypothetical protein
DDB_G0293232,DDB_G0293232,hypothetical protein
DDB_G0293236,DDB_G0293236,hypothetical protein
DDB_G0293240,DDB_G0293240,hypothetical protein
DDB_G0293242,DDB_G0293242,hypothetical protein
DDB_G0293244,DDB_G0293244,hypothetical protein
DDB_G0293246,fxn,hypothetical protein
DDB_G0293250,DDB_G0293250,hypothetical protein
DDB_G0293252,DDB_G0293252,hypothetical protein
DDB_G0293256,DDB_G0293256,hypothetical protein
DDB_G0293260,DDB_G0293260,hypothetical protein
