Gene,Symbol,Synonyms,Description,Other IDs,Type of gene,Chromosome,Map location,Locus tag,Symbol from nomenclature authority,Full name from nomenclature authority,Nomenclature status,Other designations,Species,Taxonomy ID
DDB_G0286963,DDB_G0286963,"DDBDRAFT_0215712, DDB_0215712",hypothetical protein,dictyBase: DDB_G0286963,protein-coding,4,,DDB_G0286963,,,,[],44689,352472
DDB_G0286965,DDB_G0286965,"DDBDRAFT_0215713, DDB_0215713",hypothetical protein,dictyBase: DDB_G0286965,protein-coding,4,,DDB_G0286965,,,,[],44689,352472
DDB_G0286967,med25,"DDBDRAFT_0218867, DDBDRAFT_0266953, DDB_0218867, DDB_0266953",hypothetical protein,dictyBase: DDB_G0286967,protein-coding,4,,DDB_G0286967,,,,[],44689,352472
DDB_G0286973,DDB_G0286973,"DDBDRAFT_0218870, DDB_0218870",hypothetical protein,dictyBase: DDB_G0286973,protein-coding,4,,DDB_G0286973,,,,[],44689,352472
DDB_G0286975,DDB_G0286975,"DDBDRAFT_0218871, DDB_0218871",hypothetical protein,dictyBase: DDB_G0286975,protein-coding,4,,DDB_G0286975,,,,[],44689,352472
DDB_G0286977,DDB_G0286977,"DDBDRAFT_0218872, DDB_0218872",hypothetical protein,dictyBase: DDB_G0286977,protein-coding,4,,DDB_G0286977,,,,[],44689,352472
DDB_G0286979,DDB_G0286979,"DDBDRAFT_0218873, DDB_0218873",hypothetical protein,dictyBase: DDB_G0286979,protein-coding,4,,DDB_G0286979,,,,[],44689,352472
DDB_G0286981,DDB_G0286981,"DDBDRAFT_0218874, DDB_0218874",hypothetical protein,dictyBase: DDB_G0286981,protein-coding,4,,DDB_G0286981,,,,[],44689,352472
DDB_G0286983,DDB_G0286983,"DDBDRAFT_0218875, DDB_0218875",hypothetical protein,dictyBase: DDB_G0286983,protein-coding,4,,DDB_G0286983,,,,[],44689,352472
DDB_G0286987,DDB_G0286987,"DDBDRAFT_0187220, DDB_0187220",hypothetical protein,dictyBase: DDB_G0286987,protein-coding,4,,DDB_G0286987,,,,[],44689,352472
DDB_G0286989,DDB_G0286989,"DDBDRAFT_0187223, DDB_0187223",hypothetical protein,dictyBase: DDB_G0286989,protein-coding,4,,DDB_G0286989,,,,[],44689,352472
DDB_G0286991,DDB_G0286991,"DDBDRAFT_0187224, DDB_0187224",hypothetical protein,dictyBase: DDB_G0286991,protein-coding,4,,DDB_G0286991,,,,[],44689,352472
DDB_G0286993,DDB_G0286993,"DDBDRAFT_0218876, DDB_0218876",hypothetical protein,dictyBase: DDB_G0286993,protein-coding,4,,DDB_G0286993,,,,[],44689,352472
DDB_G0286995,DDB_G0286995,"DDBDRAFT_0218877, DDB_0218877",hypothetical protein,dictyBase: DDB_G0286995,protein-coding,4,,DDB_G0286995,,,,[],44689,352472
DDB_G0286999,DDB_G0286999,"DDBDRAFT_0220602, DDB_0220602",hypothetical protein,dictyBase: DDB_G0286999,protein-coding,4,,DDB_G0286999,,,,[],44689,352472
DDB_G0287013,DDB_G0287013,"DDBDRAFT_0187236, DDB_0187236",hypothetical protein,dictyBase: DDB_G0287013,protein-coding,4,,DDB_G0287013,,,,[],44689,352472
DDB_G0287017,DDB_G0287017,"DDBDRAFT_0187238, DDB_0187238",hypothetical protein,dictyBase: DDB_G0287017,protein-coding,4,,DDB_G0287017,,,,[],44689,352472
DDB_G0287019,med9,"DDBDRAFT_0187239, DDBDRAFT_0266868, DDB_0187239, DDB_0266868",hypothetical protein,dictyBase: DDB_G0287019,protein-coding,4,,DDB_G0287019,,,,[],44689,352472
DDB_G0287023,DDB_G0287023,"DDBDRAFT_0218880, DDB_0218880",hypothetical protein,dictyBase: DDB_G0287023,protein-coding,4,,DDB_G0287023,,,,[],44689,352472
DDB_G0287025,DDB_G0287025,"DDBDRAFT_0218881, DDB_0218881",hypothetical protein,dictyBase: DDB_G0287025,protein-coding,4,,DDB_G0287025,,,,[],44689,352472
DDB_G0287027,DDB_G0287027,"DDBDRAFT_0218882, DDB_0218882",hypothetical protein,dictyBase: DDB_G0287027,protein-coding,4,,DDB_G0287027,,,,[],44689,352472
DDB_G0287035,lmpB,"DDBDRAFT_0187256, DDBDRAFT_0191189, DDB_0187256, DDB_0191189",hypothetical protein,dictyBase: DDB_G0287035,protein-coding,4,,DDB_G0287035,,,,[],44689,352472
DDB_G0287037,DDB_G0287037,"DDBDRAFT_0187242, DDB_0187242",hypothetical protein,dictyBase: DDB_G0287037,protein-coding,4,,DDB_G0287037,,,,[],44689,352472
DDB_G0287039,DDB_G0287039,"DDBDRAFT_0187244, DDB_0187244",hypothetical protein,dictyBase: DDB_G0287039,protein-coding,4,,DDB_G0287039,,,,[],44689,352472
DDB_G0287041,DDB_G0287041,"DDBDRAFT_0187245, DDB_0187245",hypothetical protein,dictyBase: DDB_G0287041,protein-coding,4,,DDB_G0287041,,,,[],44689,352472
DDB_G0287043,DDB_G0287043,"DDBDRAFT_0187247, DDB_0187247",hypothetical protein,dictyBase: DDB_G0287043,protein-coding,4,,DDB_G0287043,,,,[],44689,352472
DDB_G0287047,DDB_G0287047,"DDBDRAFT_0187249, DDB_0187249",hypothetical protein,dictyBase: DDB_G0287047,protein-coding,4,,DDB_G0287047,,,,[],44689,352472
DDB_G0287051,DDB_G0287051,"DDBDRAFT_0187251, DDB_0187251",hypothetical protein,dictyBase: DDB_G0287051,protein-coding,4,,DDB_G0287051,,,,[],44689,352472
DDB_G0287059,DDB_G0287059,"DDBDRAFT_0187259, DDB_0187259",hypothetical protein,dictyBase: DDB_G0287059,protein-coding,4,,DDB_G0287059,,,,[],44689,352472
DDB_G0287063,DDB_G0287063,"DDBDRAFT_0187262, DDBDRAFT_0238614, DDB_0187262, DDB_0238614",hypothetical protein,dictyBase: DDB_G0287063,protein-coding,4,,DDB_G0287063,,,,[],44689,352472
DDB_G0287065,DDB_G0287065,"DDBDRAFT_0187263, DDB_0187263",hypothetical protein,dictyBase: DDB_G0287065,protein-coding,4,,DDB_G0287065,,,,[],44689,352472
DDB_G0287067,DDB_G0287067,"DDBDRAFT_0187265, DDB_0187265",hypothetical protein,dictyBase: DDB_G0287067,protein-coding,4,,DDB_G0287067,,,,[],44689,352472
DDB_G0287069,DDB_G0287069,"DDBDRAFT_0187266, DDB_0187266",hypothetical protein,dictyBase: DDB_G0287069,protein-coding,4,,DDB_G0287069,,,,[],44689,352472
DDB_G0287071,DDB_G0287071,"DDBDRAFT_0187267, DDB_0187267",hypothetical protein,dictyBase: DDB_G0287071,protein-coding,4,,DDB_G0287071,,,,[],44689,352472
DDB_G0287075,DDB_G0287075,"DDBDRAFT_0187269, DDB_0187269",hypothetical protein,dictyBase: DDB_G0287075,protein-coding,4,,DDB_G0287075,,,,[],44689,352472
DDB_G0287077,DDB_G0287077,"DDBDRAFT_0187271, DDB_0187271",hypothetical protein,dictyBase: DDB_G0287077,protein-coding,4,,DDB_G0287077,,,,[],44689,352472
DDB_G0287079,DDB_G0287079,"DDBDRAFT_0187272, DDBDRAFT_0266584, DDB_0187272, DDB_0266584",hypothetical protein,dictyBase: DDB_G0287079,protein-coding,4,,DDB_G0287079,,,,[],44689,352472
DDB_G0287081,DDB_G0287081,"DDBDRAFT_0187273, DDB_0187273",hypothetical protein,dictyBase: DDB_G0287081,protein-coding,4,,DDB_G0287081,,,,[],44689,352472
DDB_G0287083,DDB_G0287083,"DDBDRAFT_0187274, DDB_0187274",hypothetical protein,dictyBase: DDB_G0287083,protein-coding,4,,DDB_G0287083,,,,[],44689,352472
DDB_G0287085,DDB_G0287085,"DDBDRAFT_0187275, DDB_0187275",hypothetical protein,dictyBase: DDB_G0287085,protein-coding,4,,DDB_G0287085,,,,[],44689,352472
DDB_G0287089,DDB_G0287089,"DDBDRAFT_0187277, DDB_0187277",hypothetical protein,dictyBase: DDB_G0287089,protein-coding,4,,DDB_G0287089,,,,[],44689,352472
DDB_G0287091,DDB_G0287091,"DDBDRAFT_0187278, DDB_0187278",hypothetical protein,dictyBase: DDB_G0287091,protein-coding,4,,DDB_G0287091,,,,[],44689,352472
DDB_G0287093,DDB_G0287093,"DDBDRAFT_0187279, DDB_0187279",hypothetical protein,dictyBase: DDB_G0287093,protein-coding,4,,DDB_G0287093,,,,[],44689,352472
DDB_G0287097,DDB_G0287097,"DDBDRAFT_0187284, DDB_0187284",hypothetical protein,dictyBase: DDB_G0287097,protein-coding,4,,DDB_G0287097,,,,[],44689,352472
DDB_G0287105,DDB_G0287105,"DDBDRAFT_0218883, DDB_0218883",hypothetical protein,dictyBase: DDB_G0287105,protein-coding,4,,DDB_G0287105,,,,[],44689,352472
DDB_G0287107,DDB_G0287107,"DDBDRAFT_0218884, DDB_0218884",hypothetical protein,dictyBase: DDB_G0287107,protein-coding,4,,DDB_G0287107,,,,[],44689,352472
DDB_G0287111,DDB_G0287111,"DDBDRAFT_0218886, DDBDRAFT_0267162, DDB_0218886, DDB_0267162",hypothetical protein,dictyBase: DDB_G0287111,protein-coding,4,,DDB_G0287111,,,,[],44689,352472
DDB_G0287113,DDB_G0287113,"DDBDRAFT_0218887, DDB_0218887",hypothetical protein,dictyBase: DDB_G0287113,protein-coding,4,,DDB_G0287113,,,,[],44689,352472
DDB_G0287115,DDB_G0287115,"DDBDRAFT_0218888, DDB_0218888",hypothetical protein,dictyBase: DDB_G0287115,protein-coding,4,,DDB_G0287115,,,,[],44689,352472
DDB_G0287117,DDB_G0287117,"DDBDRAFT_0218889, DDB_0218889",hypothetical protein,dictyBase: DDB_G0287117,protein-coding,4,,DDB_G0287117,,,,[],44689,352472
DDB_G0287121,DDB_G0287121,"DDBDRAFT_0218891, DDB_0218891",hypothetical protein,dictyBase: DDB_G0287121,protein-coding,4,,DDB_G0287121,,,,[],44689,352472
DDB_G0287123,DDB_G0287123,"DDBDRAFT_0218892, DDB_0218892",hypothetical protein,dictyBase: DDB_G0287123,protein-coding,4,,DDB_G0287123,,,,[],44689,352472
DDB_G0287129,DDB_G0287129,"DDBDRAFT_0187288, DDBDRAFT_0234219, DDB_0187288, DDB_0234219",hypothetical protein,dictyBase: DDB_G0287129,protein-coding,4,,DDB_G0287129,,,,[],44689,352472
DDB_G0287133,DDB_G0287133,"DDBDRAFT_0187290, DDB_0187290",hypothetical protein,dictyBase: DDB_G0287133,protein-coding,4,,DDB_G0287133,,,,[],44689,352472
DDB_G0287135,DDB_G0287135,"DDBDRAFT_0187292, DDB_0187292",hypothetical protein,dictyBase: DDB_G0287135,protein-coding,4,,DDB_G0287135,,,,[],44689,352472
DDB_G0287137,DDB_G0287137,"DDBDRAFT_0187295, DDB_0187295",hypothetical protein,dictyBase: DDB_G0287137,protein-coding,4,,DDB_G0287137,,,,[],44689,352472
DDB_G0287139,DDB_G0287139,"DDBDRAFT_0187296, DDB_0187296",hypothetical protein,dictyBase: DDB_G0287139,protein-coding,4,,DDB_G0287139,,,,[],44689,352472
DDB_G0287145,DDB_G0287145,"DDBDRAFT_0187300, DDB_0187300",hypothetical protein,dictyBase: DDB_G0287145,protein-coding,4,,DDB_G0287145,,,,[],44689,352472
DDB_G0287151,DDB_G0287151,"DDBDRAFT_0187306, DDB_0187306",hypothetical protein,dictyBase: DDB_G0287151,protein-coding,4,,DDB_G0287151,,,,[],44689,352472
DDB_G0287153,DDB_G0287153,"DDBDRAFT_0187308, DDBDRAFT_0237670, DDB_0187308, DDB_0237670",hypothetical protein,dictyBase: DDB_G0287153,protein-coding,4,,DDB_G0287153,,,,[],44689,352472
DDB_G0287155,DDB_G0287155,"DDBDRAFT_0187311, DDB_0187311",hypothetical protein,dictyBase: DDB_G0287155,protein-coding,4,,DDB_G0287155,,,,[],44689,352472
DDB_G0287161,DDB_G0287161,"DDBDRAFT_0187314, DDB_0187314",hypothetical protein,dictyBase: DDB_G0287161,protein-coding,4,,DDB_G0287161,,,,[],44689,352472
DDB_G0287163,DDB_G0287163,"DDBDRAFT_0187316, DDB_0187316",hypothetical protein,dictyBase: DDB_G0287163,protein-coding,4,,DDB_G0287163,,,,[],44689,352472
DDB_G0287167,DDB_G0287167,"DDBDRAFT_0187318, DDB_0187318",hypothetical protein,dictyBase: DDB_G0287167,protein-coding,4,,DDB_G0287167,,,,[],44689,352472
DDB_G0287169,DDB_G0287169,"DDBDRAFT_0187319, DDB_0187319",hypothetical protein,dictyBase: DDB_G0287169,protein-coding,4,,DDB_G0287169,,,,[],44689,352472
DDB_G0287175,DDB_G0287175,"DDBDRAFT_0215756, DDB_0215756",hypothetical protein,dictyBase: DDB_G0287175,protein-coding,4,,DDB_G0287175,,,,[],44689,352472
DDB_G0287177,DDB_G0287177,"DDBDRAFT_0215766, DDB_0215766",hypothetical protein,dictyBase: DDB_G0287177,protein-coding,4,,DDB_G0287177,,,,[],44689,352472
DDB_G0287179,DDB_G0287179,"DDBDRAFT_0215767, DDB_0215767",hypothetical protein,dictyBase: DDB_G0287179,protein-coding,4,,DDB_G0287179,,,,[],44689,352472
DDB_G0287183,DDB_G0287183,"DDBDRAFT_0215770, DDB_0215770",hypothetical protein,dictyBase: DDB_G0287183,protein-coding,4,,DDB_G0287183,,,,[],44689,352472
DDB_G0287185,DDB_G0287185,"DDBDRAFT_0215771, DDB_0215771",hypothetical protein,dictyBase: DDB_G0287185,protein-coding,4,,DDB_G0287185,,,,[],44689,352472
DDB_G0287187,DDB_G0287187,"DDBDRAFT_0218894, DDB_0218894",hypothetical protein,dictyBase: DDB_G0287187,protein-coding,4,,DDB_G0287187,,,,[],44689,352472
DDB_G0287189,DDB_G0287189,"DDBDRAFT_0218895, DDB_0218895",hypothetical protein,dictyBase: DDB_G0287189,protein-coding,4,,DDB_G0287189,,,,[],44689,352472
DDB_G0287191,DDB_G0287191,"DDBDRAFT_0218896, DDB_0218896",hypothetical protein,dictyBase: DDB_G0287191,protein-coding,4,,DDB_G0287191,,,,[],44689,352472
DDB_G0287193,DDB_G0287193,"DDBDRAFT_0218897, DDB_0218897",hypothetical protein,dictyBase: DDB_G0287193,protein-coding,4,,DDB_G0287193,,,,[],44689,352472
DDB_G0287195,DDB_G0287195,"DDBDRAFT_0218898, DDB_0218898",hypothetical protein,dictyBase: DDB_G0287195,protein-coding,4,,DDB_G0287195,,,,[],44689,352472
DDB_G0287199,5NT,"DDBDRAFT_0218900, DDBDRAFT_0231569, DDB_0218900, DDB_0231569",hypothetical protein,dictyBase: DDB_G0287199,protein-coding,4,,DDB_G0287199,,,,[],44689,352472
DDB_G0287201,DDB_G0287201,"DDBDRAFT_0218901, DDB_0218901",hypothetical protein,dictyBase: DDB_G0287201,protein-coding,4,,DDB_G0287201,,,,[],44689,352472
DDB_G0287205,DDB_G0287205,"DDBDRAFT_0218903, DDB_0218903",hypothetical protein,dictyBase: DDB_G0287205,protein-coding,4,,DDB_G0287205,,,,[],44689,352472
DDB_G0287215,DDB_G0287215,"DDBDRAFT_0187366, DDB_0187366",hypothetical protein,dictyBase: DDB_G0287215,protein-coding,5,,DDB_G0287215,,,,[],44689,352472
DDB_G0287217,DDB_G0287217,"DDBDRAFT_0187367, DDB_0187367",hypothetical protein,dictyBase: DDB_G0287217,protein-coding,5,,DDB_G0287217,,,,[],44689,352472
DDB_G0287219,DDB_G0287219,"DDBDRAFT_0187368, DDBDRAFT_0235188, DDB_0187368, DDB_0235188",hypothetical protein,dictyBase: DDB_G0287219,protein-coding,5,,DDB_G0287219,,,,[],44689,352472
DDB_G0287225,DDB_G0287225,"DDBDRAFT_0187373, DDB_0187373",hypothetical protein,dictyBase: DDB_G0287225,protein-coding,5,,DDB_G0287225,,,,[],44689,352472
DDB_G0287227,trxE,"DDBDRAFT_0187374, DDBDRAFT_0237674, DDB_0187374, DDB_0237674",hypothetical protein,dictyBase: DDB_G0287227,protein-coding,5,,DDB_G0287227,,,,[],44689,352472
DDB_G0287231,manF,"DDBDRAFT_0187376, DDBDRAFT_0231616, DDB_0187376, DDB_0231616",hypothetical protein,dictyBase: DDB_G0287231,protein-coding,5,,DDB_G0287231,,,,[],44689,352472
DDB_G0287235,DDB_G0287235,"DDBDRAFT_0187380, DDB_0187380",hypothetical protein,dictyBase: DDB_G0287235,protein-coding,5,,DDB_G0287235,,,,[],44689,352472
DDB_G0287239,DDB_G0287239,"DDBDRAFT_0187384, DDB_0187384",hypothetical protein,dictyBase: DDB_G0287239,protein-coding,5,,DDB_G0287239,,,,[],44689,352472
DDB_G0287241,DDB_G0287241,"DDBDRAFT_0187386, DDB_0187386",hypothetical protein,dictyBase: DDB_G0287241,protein-coding,5,,DDB_G0287241,,,,[],44689,352472
DDB_G0287243,DDB_G0287243,"DDBDRAFT_0187387, DDB_0187387",hypothetical protein,dictyBase: DDB_G0287243,protein-coding,5,,DDB_G0287243,,,,[],44689,352472
DDB_G0287249,DDB_G0287249,"DDBDRAFT_0219202, DDB_0219202",hypothetical protein,dictyBase: DDB_G0287249,protein-coding,5,,DDB_G0287249,,,,[],44689,352472
DDB_G0287251,DDB_G0287251,"DDBDRAFT_0219203, DDB_0219203",hypothetical protein,dictyBase: DDB_G0287251,protein-coding,5,,DDB_G0287251,,,,[],44689,352472
DDB_G0287257,DDB_G0287257,"DDBDRAFT_0231137, DDB_0231137",hypothetical protein,dictyBase: DDB_G0287257,protein-coding,5,,DDB_G0287257,,,,[],44689,352472
DDB_G0287261,gphn,"DDBDRAFT_0219208, DDBDRAFT_0266393, DDB_0219208, DDB_0266393",hypothetical protein,dictyBase: DDB_G0287261,protein-coding,5,,DDB_G0287261,,,,[],44689,352472
DDB_G0287263,DDB_G0287263,"DDBDRAFT_0219209, DDB_0219209",hypothetical protein,dictyBase: DDB_G0287263,protein-coding,5,,DDB_G0287263,,,,[],44689,352472
DDB_G0287265,DDB_G0287265,"DDBDRAFT_0219210, DDB_0219210",hypothetical protein,dictyBase: DDB_G0287265,protein-coding,5,,DDB_G0287265,,,,[],44689,352472
DDB_G0287267,DDB_G0287267,"DDBDRAFT_0219211, DDB_0219211",hypothetical protein,dictyBase: DDB_G0287267,protein-coding,5,,DDB_G0287267,,,,[],44689,352472
DDB_G0287271,gol,"DDBDRAFT_0187398, DDBDRAFT_0191338, DDB_0187398, DDB_0191338",hypothetical protein,dictyBase: DDB_G0287271,protein-coding,5,,DDB_G0287271,,,,[],44689,352472
DDB_G0287275,DDB_G0287275,"DDBDRAFT_0187392, DDB_0187392",hypothetical protein,dictyBase: DDB_G0287275,protein-coding,5,,DDB_G0287275,,,,[],44689,352472
DDB_G0287279,DDB_G0287279,"DDBDRAFT_0187394, DDB_0187394",hypothetical protein,dictyBase: DDB_G0287279,protein-coding,5,,DDB_G0287279,,,,[],44689,352472
DDB_G0287283,DDB_G0287283,"DDBDRAFT_0187397, DDB_0187397",hypothetical protein,dictyBase: DDB_G0287283,protein-coding,5,,DDB_G0287283,,,,[],44689,352472
DDB_G0287287,DDB_G0287287,"DDBDRAFT_0219213, DDB_0219213",hypothetical protein,dictyBase: DDB_G0287287,protein-coding,5,,DDB_G0287287,,,,[],44689,352472
DDB_G0287289,DDB_G0287289,"DDBDRAFT_0219214, DDB_0219214",hypothetical protein,dictyBase: DDB_G0287289,protein-coding,5,,DDB_G0287289,,,,[],44689,352472
DDB_G0287299,DDB_G0287299,"DDBDRAFT_0187399, DDB_0187399",hypothetical protein,dictyBase: DDB_G0287299,protein-coding,5,,DDB_G0287299,,,,[],44689,352472
DDB_G0287303,DDB_G0287303,"DDBDRAFT_0187404, DDBDRAFT_0233584, DDB_0187404, DDB_0233584",hypothetical protein,dictyBase: DDB_G0287303,protein-coding,5,,DDB_G0287303,,,,[],44689,352472
DDB_G0287305,DDB_G0287305,"DDBDRAFT_0187407, DDB_0187407",hypothetical protein,dictyBase: DDB_G0287305,protein-coding,5,,DDB_G0287305,,,,[],44689,352472
DDB_G0287309,DDB_G0287309,"DDBDRAFT_0187409, DDB_0187409",hypothetical protein,dictyBase: DDB_G0287309,protein-coding,5,,DDB_G0287309,,,,[],44689,352472
DDB_G0287311,DDB_G0287311,"DDBDRAFT_0187410, DDB_0187410",hypothetical protein,dictyBase: DDB_G0287311,protein-coding,5,,DDB_G0287311,,,,[],44689,352472
DDB_G0287313,DDB_G0287313,"DDBDRAFT_0187411, DDB_0187411",hypothetical protein,dictyBase: DDB_G0287313,protein-coding,5,,DDB_G0287313,,,,[],44689,352472
DDB_G0287315,DDB_G0287315,"DDBDRAFT_0187414, DDB_0187414",hypothetical protein,dictyBase: DDB_G0287315,protein-coding,5,,DDB_G0287315,,,,[],44689,352472
DDB_G0287317,DDB_G0287317,"DDBDRAFT_0187415, DDBDRAFT_0233396, DDB_0187415, DDB_0233396",hypothetical protein,dictyBase: DDB_G0287317,protein-coding,5,,DDB_G0287317,,,,[],44689,352472
DDB_G0287319,DDB_G0287319,"DDBDRAFT_0187416, DDB_0187416",hypothetical protein,dictyBase: DDB_G0287319,protein-coding,5,,DDB_G0287319,,,,[],44689,352472
DDB_G0287321,DDB_G0287321,"DDBDRAFT_0187417, DDB_0187417",hypothetical protein,dictyBase: DDB_G0287321,protein-coding,5,,DDB_G0287321,,,,[],44689,352472
DDB_G0287323,DDB_G0287323,"DDBDRAFT_0187419, DDBDRAFT_0232093, DDB_0187419, DDB_0232093",hypothetical protein,dictyBase: DDB_G0287323,protein-coding,5,,DDB_G0287323,,,,[],44689,352472
DDB_G0287325,DDB_G0287325,"DDBDRAFT_0187421, DDBDRAFT_0238505, DDB_0187421, DDB_0238505",hypothetical protein,dictyBase: DDB_G0287325,protein-coding,5,,DDB_G0287325,,,,[],44689,352472
DDB_G0287329,DDB_G0287329,"DDBDRAFT_0187423, DDB_0187423",hypothetical protein,dictyBase: DDB_G0287329,protein-coding,5,,DDB_G0287329,,,,[],44689,352472
DDB_G0287331,DDB_G0287331,"DDBDRAFT_0187425, DDB_0187425",hypothetical protein,dictyBase: DDB_G0287331,protein-coding,5,,DDB_G0287331,,,,[],44689,352472
DDB_G0287339,DDB_G0287339,"DDBDRAFT_0187430, DDB_0187430",hypothetical protein,dictyBase: DDB_G0287339,protein-coding,5,,DDB_G0287339,,,,[],44689,352472
DDB_G0287341,DDB_G0287341,"DDBDRAFT_0187431, DDB_0187431",hypothetical protein,dictyBase: DDB_G0287341,protein-coding,5,,DDB_G0287341,,,,[],44689,352472
DDB_G0287343,DDB_G0287343,"DDBDRAFT_0187432, DDB_0187432",hypothetical protein,dictyBase: DDB_G0287343,protein-coding,5,,DDB_G0287343,,,,[],44689,352472
DDB_G0287347,DDB_G0287347,"DDBDRAFT_0187435, DDB_0187435",hypothetical protein,dictyBase: DDB_G0287347,protein-coding,5,,DDB_G0287347,,,,[],44689,352472
DDB_G0287355,DDB_G0287355,"DDBDRAFT_0187439, DDB_0187439",hypothetical protein,dictyBase: DDB_G0287355,protein-coding,5,,DDB_G0287355,,,,[],44689,352472
DDB_G0287357,DDB_G0287357,"DDBDRAFT_0187440, DDB_0187440",hypothetical protein,dictyBase: DDB_G0287357,protein-coding,5,,DDB_G0287357,,,,[],44689,352472
DDB_G0287359,DDB_G0287359,"DDBDRAFT_0187441, DDB_0187441",hypothetical protein,dictyBase: DDB_G0287359,protein-coding,5,,DDB_G0287359,,,,[],44689,352472
DDB_G0287365,DDB_G0287365,"DDBDRAFT_0187448, DDBDRAFT_0234000, DDB_0187448, DDB_0234000",hypothetical protein,dictyBase: DDB_G0287365,protein-coding,5,,DDB_G0287365,,,,[],44689,352472
DDB_G0287367,DDB_G0287367,"DDBDRAFT_0187449, DDBDRAFT_0232011, DDB_0187449, DDB_0232011",hypothetical protein,dictyBase: DDB_G0287367,protein-coding,5,,DDB_G0287367,,,,[],44689,352472
DDB_G0287369,DDB_G0287369,"DDBDRAFT_0187450, DDB_0187450",hypothetical protein,dictyBase: DDB_G0287369,protein-coding,5,,DDB_G0287369,,,,[],44689,352472
DDB_G0287373,DDB_G0287373,"DDBDRAFT_0187453, DDB_0187453",hypothetical protein,dictyBase: DDB_G0287373,protein-coding,5,,DDB_G0287373,,,,[],44689,352472
DDB_G0287375,DDB_G0287375,"DDBDRAFT_0187454, DDB_0187454",hypothetical protein,dictyBase: DDB_G0287375,protein-coding,5,,DDB_G0287375,,,,[],44689,352472
DDB_G0287381,DDB_G0287381,"DDBDRAFT_0187459, DDB_0187459",hypothetical protein,dictyBase: DDB_G0287381,protein-coding,5,,DDB_G0287381,,,,[],44689,352472
DDB_G0287383,DDB_G0287383,"DDBDRAFT_0187460, DDB_0187460",hypothetical protein,dictyBase: DDB_G0287383,protein-coding,5,,DDB_G0287383,,,,[],44689,352472
DDB_G0287385,DDB_G0287385,"DDBDRAFT_0187461, DDBDRAFT_0233632, DDB_0187461, DDB_0233632",hypothetical protein,dictyBase: DDB_G0287385,protein-coding,5,,DDB_G0287385,,,,[],44689,352472
DDB_G0287387,DDB_G0287387,"DDBDRAFT_0187462, DDB_0187462",hypothetical protein,dictyBase: DDB_G0287387,protein-coding,5,,DDB_G0287387,,,,[],44689,352472
DDB_G0287389,DDB_G0287389,"DDBDRAFT_0187463, DDB_0187463",hypothetical protein,dictyBase: DDB_G0287389,protein-coding,5,,DDB_G0287389,,,,[],44689,352472
DDB_G0287395,DDB_G0287395,"DDBDRAFT_0187466, DDB_0187466",hypothetical protein,dictyBase: DDB_G0287395,protein-coding,5,,DDB_G0287395,,,,[],44689,352472
DDB_G0287399,DDB_G0287399,"DDBDRAFT_0187468, DDB_0187468",hypothetical protein,dictyBase: DDB_G0287399,protein-coding,5,,DDB_G0287399,,,,[],44689,352472
DDB_G0287403,DDB_G0287403,"DDBDRAFT_0187470, DDBDRAFT_0233257, DDB_0187470, DDB_0233257",hypothetical protein,dictyBase: DDB_G0287403,protein-coding,5,,DDB_G0287403,,,,[],44689,352472
DDB_G0287409,DDB_G0287409,"DDBDRAFT_0187473, DDB_0187473",hypothetical protein,dictyBase: DDB_G0287409,protein-coding,5,,DDB_G0287409,,,,[],44689,352472
DDB_G0287411,DDB_G0287411,"DDBDRAFT_0187474, DDB_0187474",hypothetical protein,dictyBase: DDB_G0287411,protein-coding,5,,DDB_G0287411,,,,[],44689,352472
DDB_G0287413,DDB_G0287413,"DDBDRAFT_0187475, DDB_0187475",hypothetical protein,dictyBase: DDB_G0287413,protein-coding,5,,DDB_G0287413,,,,[],44689,352472
